Tweetler,Duygu Analizi
heryerden okul zili  çalınan sınır bozucu müzik sesi geliyor öğrenci olsam teneffüse çıkmak istemem  zil sesi  olur,0
ucuz parfüm kokusunun baş ağrısı yapması  sınır bozucu  şey ,0
doğal olmak basit  tavırdır  bildiğin  sınır bozucu tavır,0
karanlıkta işe gitmek  hazırlanmak  sınır bozucu uykum var,0
pazartesi  kusur hasta  söyleyeyim çıldıracağım haberiniz olsun,0
herkese öfkeliyim   kendime,0
öfkeliyim dişlerimi  gücümle sıkıyorum şakaklarım çürüyor ,0
  öfkeliyim   ayıp ettiler bana,0
  öfkeliyim   kelimelerim yetmiyor bunu atmaya içimden,0
toplumun  kesiminden insana öfkeliyim,0
herkese öfkeliyim herkese  herkese,0
kafayı yastığa koyduğu  uyuyan tiplerden nefret ediyorum,0
misafir gelmesinden nefret ediyorum amk,0
sinirlenince  kuramamaktan nefret ediyorum,0
 şeyi yıktıktan   şey yapmamış  davranan insanlardan nefret ediyorum,0
beni annesiz bırakan  hastalık senden nefret ediyorum,0
nefret ediyorum pazar günü çalışmaktan,0
 memnuniyetsiz miy miy sosyete kızlarından  nefret ediyorum,0
 acıkmaktan   yürüyen insanlardan nefret ediyorum,0
kendime kızgınım   büyük hatayı yaptım  değer verdim,0
 iş   kaldım ışınlanılmayı hala bulamayan bilim adamlarına kızgınım,0
seninle yaşamak isteyişte yasayamadığım  şey   hayata   kızgınım,0
kaptana kızgınım insan bize desene çağırır,0
varlığına  alıştığım  yaranın iyileşmesine kızgınım,0
 kızgınım  sakinleşemiyorum,0
eskisi  kalmayışınıza  kızgınım,0
söz dizisini  zamandır izlememiş olan benliğime  miktar kızgınım,0
gaza gelip biriyle çıkmak nedir  mal mısın kızım ,0
 kızacağım mal mısın diyorum  deyince konu kapanıyor,0
  yürürken mesaj atamıyorum mal mısın,0
 kendisi tweetleri beğeniyorsun kızım  mal mısın,0
mal mısın   engelleyeceksin  kaldırıp mesaj atıyorsun,0
 mal mısın   özürlü özürlü hareketler defol git uzakta yasa ,0
yapma  şunu yapma mal mısın  koyun soğanısın davar,0
mal mısın  istediğim herkese mal olduğunu vura vura öğretmek zorunda kaldım,0
 dengesiz herifler var     z diyor evladım  mal mısın,0
 var   agresifim saga sola çatıyorum   virajdan dönemeyen arabaya saydım sövdüm gömdüm,0
 desene üzerimde avrupa yakası huysuzluğu var  yakada   agresifim haliyle,0
kardeşim uyandırdı  saat uyurdum  agresifim,0
 rüyanın ortasında annem uyandırdı agresifim ,0
 dış çıkarıyorum  agresifim yaklaşmayın,0
 geldim  olmadığım  agresifim yenilenildim,0
  batak dozumu alamadım agresifim,0
 penaltıdan olmak  süt attım  gol olmadı agresifim  miktar,0
 sinirliyim  agresifim yaklaşmayın yanarsınız,0
 engellemiş gerizekalı beyinsiz hacıobalı,0
allah boy veriyor tip veriyor  zekadan kısıyor  napalım gerizekalı,0
“  insan    gerizekalı olabilir  ” sorusuna yanıtı sensin,0
 gerizekalı  topluluk   internetten trabzonu geziyorlar,0
 rezil feneri  kadroyla yenilemedin defol git rıza defol,0
maçın özeti korkak hoca maçı verdi defol git rıza,0
mayısı bekleme  seçim yap  defol git,0
aziz yıldırım defol git hayatımızdan küflü peynir,0
 antrenör değilsin aykut kocaman defol git,0
mesajıma cevap vermeyip tweet atan insanlara sınır ölüyorum delireceğim  gün,0
antidepresan kullanmaya başladığımdan    agresif oldum    terslik var,0
    agresif oldum  kimseye katlanamıyorum,0
allah aşkına  fırça  tl   işin sınır bozucu   fırçaya eşdeğer fırça bulamamak,0
küfür eden kızlara itici diyenlere anlam veremiyorum sinirlenince yapsınlar örgü  örsünler amk,0
hava soğudu kaloriferleri kapattılar   yurt  delireceğim,0
deneme sınavlarından deneme sınavlarından  gelen  geçti sorusundan    senden nefret ediyorum,0
histoloji lafından nefret ediyorum,0
 site açılmıyor sınır hastası oldum,0
genç yaşımda sınır kanseri oldum ,0
otobüste uyuya kalıp  durakta inmek nedir amk  sinirlendim,0
  salak salak kişiler var  bak  sinirlendim,0
 an    sınır kupuyum,0
sınır kupuyum bulaşanın canını  yakarım,0
  sınır kupuyum  an var   dersi almam  dk sürüyor,0
  nefret ettiniz   ettim  kez ciğerlerime ,0
gördükçe sinirlerim zıplıyor saçma sapan insanları ünlü etmeye bayılıyorsunuz,0
yağmurlu  kapalı havalardan nefret ediyorum,0
 kızım mal mısın  çıkıp geziyorsun   var bunda,0
gb internet aldım akşam gb ı gitmiş delireceğim  saçmalık,0
içim daraldı  sinirlendim bak,0
 yayınlamadın hııııaağ  sinirlendim  onu mahvedeceğim,0
saatlerdir buraya giremedim bak elim ayağım titriyor sinirlendim,0
 sinirlendim    insanlığınızı kaybetmiş olamazsınız,0
sinirlendim tiremin anasına   sövebilirim başkasına hak vermiyorum,0
 sinirlendim gidip halıyı  döveceğim,0
 an   sinirliyim   gördüğüm insanı öldürebilirim,0
abimlerim şirket kurup adını ms koymuşlar  an  sinirliyim,0
   sinirliyim  ettiğim küfürler yeterli gelmiyor,0
 an  sinirliyim rüzgar  fotoğraf çekilemiyorum,0
yazmayın bana sinirliyim ağzımda ters kelime çıkabilir,0
  olayım  sınır küpü oldum,0
sınır küpü olduğum  kelimelik mesajdan anlaşılıyor,0
  sınır küpü olduğum  otobüs yolculuğu oluyor,0
elim ayağım titriyor sınır küpü oldum amk,0
puzzle  hobi olabilir  sınır küpü olmak  ortaya atılmış  şey,0
bana  ters cevap vermesin  aralar yemin ederim sınır küpü gibiyim,0
  toprağa kızgınım    toprağı kıskanırım,0
bayadır adaş dinleyemedim kendime kızgınım,0
kızgınım  gelmeyişine bilmeyişine hissetmeyişine,0
 kızgınım kendime  herşeyi ayrıntı düşünmeden edemeyen kendime  kızgınım,0
senin  an haberin    kızgınım ,0
   kızgınım     bağırmak istiyorum ,0
kendime  kızgınım gidip    çikolata yiyip sakinleşeyim,0
 hayatı istediğim  yasayamadığım    kızgınım dünya,0
uykumdan uyandırıp ders seçtirmelerine desene kızgınım,0
beni seninle muhatap eden hayatın vizyonsuzluğuna  baya kızgınım ,0
beni    dostoyevski  tanıştırmayan herkese kızgınım,0
şunlardan  trappa engeli kaldırdım  hala kızgınım,0
ailem   uyanmadan kahvaltı etmiş   öfkeliyim  an,0
günün yarısında sinirliysem diğer yarısında  öfkeliyim,0
internetin kotası doldu  öfkeliyim,0
kadın olmak  ilgili yazı yazıyorum  an  öfkeliyim,0
toplumun  kesiminden insana öfkeliyim,0
kişilere  kişiliksizliklere öfkeliyim,0
 şeye öfkeliyim yaşanmışlıklar  hale getirdi,0
 öfkeliyim  şeye herkesi bıçaklarım   an,0
bugünlerde  sinirli  öfkeliyim metreden  yaklaşmayın,0
sabahın altısında uyanmak zorunda kaldım  öfkeliyim  uykulu,0
hasta sinirli  agresifim,0
 saat  sinirlerimi yumuşatması  ilaç içtim sinirlerim yumuşadı   an  agresifim,0
  sinirli  agresifim  ağzımdan ateş çıksa  rahatlasam,0
 aralar agresifim kompleksliyim  perdelerimi kaldırdığımda kedi   insanım,0
beklemekten nefret ediyorum  yüzden desene arkadaşlarım beni  bekletiyor delireceğim,0
telefonumda benim dışımda  arkadaşlarımın parmak izi var telefona şifreyle giriyorum  delireceğim,0
sinirimi birilerinden çıkarmam lazım  delireceğim,0
 delireceğim gördük amk  snapchat ınstagram twitter whatsapp  yerde  paylaşıyorsun ,0
  burun kanamasıyla uyanıyorum delireceğim,0
ahlaksız pislik herif cehenneme git defol iğreniyorum senden,0
rıza  hoca  değilsin istifa et defol git,0
 yazmıyor  geliyor  şerefsiz haliyle  şey olmamış  kafa karıştırıyor   defol git,0
defol git gözüm görmesin ,0
 yavşak   anlarsın futboldan defol git,0
 defol git  şehirden burası senin pisliğine   ,0
   salak değilim   gerizekalı   şey demiyorum,0
bana fotoğraf  soğursun  yazmış gerizekalı  insanın tipi   yaptığı hareketler  soğurum,0
  gerizekalı  düşündüm   kendimden nefret ettim,0
gün  farkında mısın gerizekalı,0
gerizekalı  iş yapıyorsunuz  profesyonellikten  bahsediyorsun,0
gerizekalı beyinsiz  geber,0
abim öğretmen  gerizekalı prim kalmak  bana sorsaydın söylerdim,0
gelinin arkasından dolaşan kadından nefret ettim,0
sivas senden  kez  nefret ettim,0
bugünde evimde oturup herkesten nefret ettim,0
  alışveriş yapmaktan nefret eder  ettim,0
 siyaset  siyasetçilerden nefret ettiğimi fark ettim,0
  agresifim sinirliyim çıldırıyorum allahım yaş sendromu   help me  olur,0
 gün  agresifim sinirliyim çıldırıyorum allahım yaş sendromu   help mee  olur  olur,0
 an   sinirliyim     saçma salak insanlar var,0
 kimsiniz  quaresmaya birşeyler atıyorsunuz öç,0
 askerlik uzadı muhabbetini  çıkardı ,0
kardeşim liraya  almış  mal mısın ,0
saçını boyattın anladık  gökkuşağına dönmek neyin  mal mısın kızım ,0
 mal mal konuşma diyip tokat atmak istiyorum yüzünü bana çevirir mısın ,0
gördüğüm herkese mal mısın diyesim var,0
bal mısın  mal mısın  sormuştum halbuki,0
arda admin  sinirliyim tahmin enerjisini düşürmek istemedim,0
sanırım  miktar sinirliyim  bütün evi saat dakikada temizlememin   açıklaması ,0
istediğim  bulamıyorum  sinirliyim,0
hala   gösteriyor kafayı yiyeceğim,0
  farklı şekilde tavla oynamayı öğrenmiş delireceğim,0
pazartesilerden  diyetlerden nefret ediyorum   garfield olabilir miyim,0
 mont giymekten nefret ediyorum taşıyamıyorum abi   montu  yoruluyorum  sinirlendim ,0
dişini fırçalamayan tırnak bakım saç bakımı yapmayan  kokan insanlardan nefret ediyorum,0
attığım tipik desene gitmemiş delireceğim,0
  ara   agresif oldum  utanmasam uykumda küfredeceğim,0
nefret  öfkeyle beslenme   insanların sevgisi  küfür  ,0
sinirimden bağıracağım  wikipedia  bütün internet   wikipedia  ,0
 takım  gol yediğinde kel kafalı başkan  küfür edeceğim,0
elifi çıkarttı hoca  küfür edeceğim küfür ,0
okula gitmek istemiyorum  avazım çıktığı  bağıracağım,0
 delireceğim boyum kısalmış çekmişim amk boy  olur atın beni denizlere,0
var  sinirden köpürdüm  an birini  anlamda tokatlamam gerekiyor   okuldan  atılırım mis,0
sinirden köpürdüm allah kahretsin size,0
vs  kanal d desene     salak  kanal görmedim gerizekalılar sinirden köpürdüm,0
 yemin ediyorum başıma ağrı girdi sinirden köpürdüm  annenin çaresizliğini görünce,0
   sinirden köpürdüm  gram tahammülüm kalmadı patlıyacam  ,0
penaltı yaptı arkadaşım gerideyiz ağzıma  gelirse söylüyorum sinirden köpürdüm    ,0
  sinirden köpürdüm ,0
evin duvarından tut yerdeki halıya  öfkeliyim kapı tokatlıca ,0
 aralar  öfkeliyim   şanslı pıtırcık dayak yemek istiyor,0
gideceğim  yere yürüyen merdivenle gitmek istiyorum üşengeç  öfkeliyim,0
beni  unutturan herşeye   öfkeliyim ,0
gripli  öfkeliyim  yüzden hepinizi karantinaya alıyorum,0
 yum dünyaya öfkeliyim    oluyor biliyor misiniz,0
yaşındayım baştaki tirit silinmiş sinirliyim,0
geçen  ezip attığımız gs  aramızda puan var delireceğim,0
 sinirliyim dayak yemek isteyen anita gelsin,0
küfür etmek istemiyorum  amına koyayım,0
 agresif uyandım dayak yemek isteyen yazsın konum atacağım,0
 pis küfredesim var  edeceğim küfür  sizden kaliteli amk,0
izin verirsen   küfür edeceğim kulaklarını kapatır mısın beni  hatırlamanı istemem,0
 ağzımı açmayayım numara küfür edeceğim ,0
 ses annecim  bağıracağım   televizyonun sesini  anne,0
hayata  öfkeli değilim  öfkeliyim bebeğim,0
  öfkeliyim   desene delireceğim   ,0
kimseye  diyememe huyumdan nefret ediyorum  gelse başıma  yüzden geliyor,0
  yüzden  tiplerden nefret ediyorum roknnroll bayii,0
klasik sınavlardan nefret ediyorum testi  modern çağın şınavıymış  geliyor,0
mal mısın kızım   sende  hırsızsın,0
trabzonspor küme düşer  oğlum mal mısın ,0
betül demir mal mısın klibine gerçek hayattan uyarlanmıştır yazıyorsun,0
ateş uyu mal mısın,0
 sprinte içersen senin desene paran gidecek mal mısın ,0
annem dedi  mal mısın git yurtta kal    yol çekiyorsun,0
 bunların derdine  mal mısın gerizekalı  dedik     yalan  konuşuyorsun,0
bilgisayardan anlayan varsa dm atsın delireceğim,0
  ayşe  banu   doğumluydu    delireceğim,0
kedim kızgınlığa girdi ulusal seslenir  miyavlıyor yeter delireceğim,0
 desene tirit   emile zola  sevdiğim kadın yazardır  delireceğim abi cahilsin  çaktırma,0
 arkadaş uyandıramıyorum delireceğim,0
  delireceğim fırsat kolluyorum  kaldı,0
tiritlerimi görmesi gereken görmüyor delireceğim,0
 sinirli uyandım  yastığa  yumruk atacağım dayak yemek isteyen beni bulsun,0
gündür çiğköfte yemiyorum delireceğim ,0
politikacı elitliğini  kafam almıyor delireceğim,0
bütün takımlar  ceplerine puan koydu  puan delireceğim ,0
resim paylaşmayın allahın cezaları resim paylaşmayın delireceğim yapmayın,0
 sinirden delireceğim,0
 baktım  torbacıya benziyorum gerizekalı,0
gerizekalı twitter  kaşıyorsun,0
kendine gel desem yolu bulamazsın gerizekalı,0
bundan  birine şerefsiz  hitap etmek  net  bağıracağım  aynı şey,0
allah boy veriyor tip veriyor  zekadan kısıyor  napalım gerizekalı,0
  bakışta gerizekalı  sandım  gerizekalıymışsın,0
 zaman   baş ağrısıyla güne başladım sinirliyim ilişmeyin,0
şehri labirent  yapmışlar amına köyüm  sinirliyim,0
sinirliyim  neye belli   ruh halinden  çıkmalıyım,0
hava kapalı  okul var    sinirliyim,0
aykut  takımdan gitmediği sürece  maç anasına bacısına küfür edeceğim,0
  listemde  apartmana  bağıracağım,0
 size sinirli olmadığım anlamına gelmiyor sıraya girin dayak atacağım,0
  yerlere çekip gitmek istiyor amk tutan  var   bağıracağım ,0
yazıklar olsun  bağıracağım,0
derste  kalkıp allah ekber  bağıracağım  yeter,0
üsküdarda onanım  üsküdardan   lo kimin yurdu  bağıracağım,0
   şeysiniz  bağıracağım ,0
gün  yetmez   ceza  bağıracağım suratına suratına  olacak,0
 millet    mal  bağıracağım ,0
  arap görürsem   arabistana  bağıracağım,0
 an sinirimden pcyi alıp camdan  atmamak  kendimi  tutuyorum,0
havaya küfür edeceğim    mısın yaz mısın aq  karar ver,0
babam makinamı kırdım    almam diyor sınır küpüne dönüştü adam,0
çolak senden kere iğrendim nefret ettim,0
maliyet muhasebesi sorunun cevabını bulamıyorum çıldıracağım,0
yaşındaki çocuk  konuşan kızlara sınır ölüyorum,0
dizilerde içki görüntüsü bulanıklaştıran rtük sizin beyniniz bulanmış   sinirlendim ,0
tanrım kafayı yemek üzereyim,0
  kızı unutalı sene geçti  gördüm   sinirlendim,0
nedir abi kafayı yiyeceğim  ,0
 sinirliyim  araç sürmeme izin vermiyorlar anahtar saklamak nedir,0
eray   defol git  bıktık senden tarımdan defol  defol,0
bakın benden nefret edebilirsiniz  numaramı yaptınız   bilinmeyenin araması    ,0
arkamdaki   susmak bilmedi çıldırtacak beni,0
  şeylere desene sinirlendim bacağım ağrıyor ona  sinirlendim  sinirliyim,0
sigarayı bıraktığımdan  mutfak  spor algılarım değişti sinirleniyorum,0
sokakta tükürene  sinirleniyorum,0
  aklımda  işin var   defol git,0
 süre  inada kalırsam kafayı yiyeceğim,0
 sinirlendim oynamıyorum süperstar bts    gerildim  an ,0
allah kimseyi gerizekalı insanlarla sınamasın,0
parmak uçlarıma  sınır doluyum kafayı yiyeceğim,0
cahil beyinliler  bilmişlik yapıyor  sınır ölüyorum abi,0
aziz yıldırım defol git  fenerbahçenin başından,0
 gittin desene  benden alabildin  sandın   kızgınım,0
hürrem    kadın gelmedi  kainata bak aklıma geldi  sinirlendim ,0
  iftira atıldı üstüme  an  sinirliyim,0
 şeye sinirliyim   olduğunu  desene bilmiyorum,0
tüpçüden başkan olursa  olur defol git demirören,0
 kadına  söyleniyor  erkekler melekmiş  sinirleniyorum,0
küfür  ihtiyaç kardeşim etmesek sınır küpü oluruz birbirimizi doğrarız,0
altanı vurasın var  an sinirden kudurdum,0
yemin ederim benim sinirli halimi görmek istemezsiniz,0
dolunaydan mıdır nedir  agresifim  ,0
agresifim  birini tekmeleyeceğim ,0
dallanılmayı dallama  okudum  agresifim,0
yemin ederim sizinle uğraşamam benimle muhatap olmayın,0
  dış ağrısı amk yanağım  delireceğim yemin ederim,0
 sinirliyim  sebebini bilmiyorum,0
 ara  sinirleniyorum  geçiyor sinirim,0
kolaya giden maçları zora çevirmekte üstümüze  sınır küpü durumlar,0
kaçıncı sıradayız  bende  gözükmüyor delireceğim ,0
  sinirleniyorum  kendime     sinirlendiğim  sinirleniyorum,0
sinirlenince  kuramamaktan nefret ediyorum,0
bütün belalar durdu yere gelip beni buluyor kafayı yiyeceğim,0
gelecek kaygısı  defol git   saatte  sıkboğaz ediyorsun insanı,0
   geciktiren akşama  kızgınım,0
rizeli olmakta  durup dururken sinirleniliyorsun bak   sinirlendim,0
ınstagram kafayı  yemin ederim  takip ettiklerimi takipten çıkarıyor  tanımadığım insanları takip ediyor,0
nefret ediyorum pazar günü çalışmaktan,0
malsın farkındayım  azcık mantıklı mal ol,0
farklı  agresifim  akşam   kaşar yoluklaşa sakinleşirim ,0
kendisi kendime konuşurken  araya girince sinirleniyorum,0
fatura kesmeye gelen ekleri bina içine almak sınır bozucu kimsiniz deyince desene  tepki veriyorlar sanırsın apartman onların  yabancıyız,0
sınır akıyor kanımdan yemin ederim kafayı yiyeceğim,0
